sno,category,Jira,case_Type,def_vals,Raw_Acceptance_Criteria,Acceptance_Criteria
93,Bankruptcy History,245,,,Check dates in PL_DrgBkDtList10Y are ordered from earliest to latest ," sorted(list(map(int, ' PL_DrgBkDtList10Y '.split('|') )),reverse=False) == list(map(int,' PL_DrgBkDtList10Y '.split('|'))) "
94,Bankruptcy History,245,,,"Check when PL_DrgBkCnt1Y = 0, PL_DrgBkDtList1Y= -99998 ",( PL_DrgBkCnt1Y <> 0) or ( PL_DrgBkCnt1Y == 0 and PL_DrgBkDtList1Y == -99998 )
95,Bankruptcy History,245,,,"Check when PL_DrgBkCnt7Y = 0,  PL_DrgBkDtList7Y = -99998 ",( PL_DrgBkCnt7Y <> 0) or ( PL_DrgBkCnt7Y == 0 and PL_DrgBkDtList7Y == -99998 )
96,Bankruptcy History,245,,,"Check when PL_DrgBkCnt10Y = 0,  PL_DrgBkDtList10Y = -99998 ",( PL_DrgBkCnt10Y <> 0) or ( PL_DrgBkCnt10Y == 0 and PL_DrgBkDtList10Y == -99998 )
97,Bankruptcy History,245,,,"Check when PL_DrgBkDtList1Y not in (-99998,-99999), # of items in PL_DrgBkDtList1Y = PL_DrgBkCnt1Y "," PL_DrgBkDtList1Y in [-99998,-99999] or int( len ( ' PL_DrgBkDtList1Y   '.split ('|')))== int( PL_DrgBkCnt1Y ) "
98,Bankruptcy History,245,,,"Check when PL_DrgBkDtList7Y not in (-99998,-99999), # of items in PL_DrgBkDtList7Y = PL_DrgBkCnt7Y "," PL_DrgBkDtList7Y in [-99998,-99999] or int( len ( ' PL_DrgBkDtList7Y   '.split ('|')))== int( PL_DrgBkCnt7Y ) "
99,Bankruptcy History,245,,,"Check when PL_DrgBkDtList10Y not in (-99998,-99999), # of items in PL_DrgBkDtList10Y = PL_DrgBkCnt10Y "," PL_DrgBkDtList10Y in [-99998,-99999] or int( len ( ' PL_DrgBkDtList10Y   '.split ('|')))== int( PL_DrgBkCnt10Y ) "
100,Bankruptcy History,245,,,"Check PL_DrgBkNewMsnc1Y  range 0~12 (except for -99999, -99998) ","PL_DrgBkNewMsnc1Y in [-99999, -99998] or PL_DrgBkNewMsnc1Y in range(0, 13)"
101,Bankruptcy History,245,,,"Check PL_DrgBkOldMsnc1Y range 0~12 (except for -99999, -99998)","PL_DrgBkOldMsnc1Y in [-99999, -99998] or PL_DrgBkOldMsnc1Y in range(0, 13)"
102,Bankruptcy History,245,,,"Check PL_DrgBkNewMsnc7Y and PL_DrgBkOldMsnc7Y range 0~84 (except for -99999, -99998) ","PL_DrgBkNewMsnc7Y in [-99999, -99998] or PL_DrgBkNewMsnc7Y in range(0, 85)"
103,Bankruptcy History,245,,,"Check PL_DrgBkNewMsnc7Y range 0~84 (except for -99999, -99998) ","PL_DrgBkOldMsnc7Y in [-99999, -99998] or PL_DrgBkOldMsnc7Y in range(0, 85)"
104,Bankruptcy History,245,,,"Check PL_DrgBkNewMsnc10Y and PL_DrgBkOldMsnc10Y range 0~120 (except for -99999, -99998)","PL_DrgBkNewMsnc10Y in [-99999, -99998] or PL_DrgBkNewMsnc10Y in range(0, 121)"
105,Bankruptcy History,245,,,"Check PL_DrgBkOldMsnc10Y range 0~120 (except for -99999, -99998) ","PL_DrgBkOldMsnc10Y in [-99999, -99998] or PL_DrgBkOldMsnc10Y in range(0, 121)"
106,Bankruptcy History,245,custom,"-99999,-99998","Check # of months between [MIN(InputArchiveDateClean, G_BuildDrgBkDt), PL_DrgBkNewDt1Y] = PL_DrgBkNewMsnc1Y (except for -99999, -99998) ",P_InpClnArchDt G_BuildDrgBkDt PL_DrgBkNewDt1Y PL_DrgBkNewMsnc1Y
107,Bankruptcy History,245,custom,"-99999,-99998","Check # of months between [MIN(InputArchiveDateClean, G_BuildDrgBkDt), PL_DrgBkOldDt1Y] = PL_DrgBkOldMsnc1Y (except for -99999, -99998) ",P_InpClnArchDt G_BuildDrgBkDt PL_DrgBkOldDt1Y PL_DrgBkOldMsnc1Y
108,Bankruptcy History,245,custom,"-99999,-99998","Check # of months between [MIN(InputArchiveDateClean, G_BuildDrgBkDt), PL_DrgBkNewDt7Y] = PL_DrgBkNewMsnc7Y (except for -99999, -99998) ",P_InpClnArchDt G_BuildDrgBkDt PL_DrgBkNewDt7Y PL_DrgBkNewMsnc7Y
109,Bankruptcy History,245,custom,"-99999,-99998","Check # of months between [MIN(InputArchiveDateClean, G_BuildDrgBkDt), PL_DrgBkOldDt7Y] = PL_DrgBkOldMsnc7Y (except for -99999, -99998) ",P_InpClnArchDt G_BuildDrgBkDt PL_DrgBkOldDt7Y PL_DrgBkOldMsnc7Y
110,Bankruptcy History,245,custom,"-99999,-99998","Check # of months between [MIN(InputArchiveDateClean, G_BuildDrgBkDt), PL_DrgBkNewDt10Y] = PL_DrgBkNewMsnc10Y (except for -99999, -99998) ",P_InpClnArchDt G_BuildDrgBkDt PL_DrgBkNewDt10Y PL_DrgBkNewMsnc10Y
111,Bankruptcy History,245,custom,"-99999,-99998","Check # of months between [MIN(InputArchiveDateClean, G_BuildDrgBkDt), PL_DrgBkOldDt10Y] = PL_DrgBkOldMsnc10Y (except for -99999, -99998) ",P_InpClnArchDt G_BuildDrgBkDt PL_DrgBkOldDt10Y PL_DrgBkOldMsnc10Y
112,Bankruptcy History,245,,,Check PL_DrgBkCnt1Y <= PL_DrgBkCnt7Y <= PL_DrgBkCnt10Y ,PL_DrgBkCnt1Y <= PL_DrgBkCnt7Y <= PL_DrgBkCnt10Y
113,Bankruptcy History,245,,,"Check PL_DrgBkNewDt1Y = PL_DrgBkNewDt7Y = PL_DrgBkNewDt10Y (except for -99999, -99998) ","( PL_DrgBkNewDt1Y in [-99999, -99998]) or ( PL_DrgBkNewDt7Y in [-99999, -99998]) or ( PL_DrgBkNewDt10Y in [-99999, -99998]) or ( PL_DrgBkNewDt1Y == PL_DrgBkNewDt7Y == PL_DrgBkNewDt10Y )"
114,Bankruptcy History,245,,,"Check PL_DrgBkOldDt1Y >= PL_DrgBkOldDt7Y >= PL_DrgBkOldDt10Y (except for -99999, -99998) ","( PL_DrgBkOldDt1Y in [-99999, -99998]) or ( PL_DrgBkOldDt7Y in [-99999, -99998]) or ( PL_DrgBkOldDt10Y in [-99999, -99998]) or ( PL_DrgBkOldDt1Y >= PL_DrgBkOldDt7Y >= PL_DrgBkOldDt10Y )"
115,Bankruptcy History,245,,,"Check PL_DrgBkNewMsnc1Y = PL_DrgBkNewMsnc7Y = PL_DrgBkNewMsnc10Y (except for -99999, -99998) ","( PL_DrgBkNewMsnc1Y in [-99999, -99998]) or ( PL_DrgBkNewMsnc7Y in [-99999, -99998]) or ( PL_DrgBkNewMsnc10Y in [-99999, -99998]) or ( PL_DrgBkNewMsnc1Y == PL_DrgBkNewMsnc7Y == PL_DrgBkNewMsnc10Y )"
116,Bankruptcy History,245,,,"Check PL_DrgBkOldMsnc1Y <= PL_DrgBkOldMsnc7Y <= PL_DrgBkOldMsnc10Y (except for -99999, -99998) ","( PL_DrgBkOldMsnc1Y in [-99999, -99998]) or ( PL_DrgBkOldMsnc7Y  in [-99999, -99998]) or ( PL_DrgBkOldMsnc10Y in [-99999, -99998]) or ( PL_DrgBkOldMsnc1Y <= PL_DrgBkOldMsnc7Y <= PL_DrgBkOldMsnc10Y )"
117,Bankruptcy History,245,,,"Check PL_DrgBkNewMsnc1Y <= PL_DrgBkOldMsnc1Y (except for -99999, -99998) ","( PL_DrgBkNewMsnc1Y in [-99999, -99998]) or ( PL_DrgBkOldMsnc1Y in [-99999, -99998]) or ( PL_DrgBkNewMsnc1Y <= PL_DrgBkOldMsnc1Y )"
118,Bankruptcy History,245,,,"Check PL_DrgBkNewMsnc7Y <= PL_DrgBkOldMsnc7Y (except for -99999, -99998) ","( PL_DrgBkNewMsnc7Y in [-99999, -99998]) or ( PL_DrgBkOldMsnc7Y in [-99999, -99998]) or ( PL_DrgBkNewMsnc7Y <= PL_DrgBkOldMsnc7Y )"
119,Bankruptcy History,245,,,"Check PL_DrgBkNewMsnc10Y <= PL_DrgBkOldMsnc10Y (except for -99999, -99998) ","( PL_DrgBkNewMsnc10Y in [-99999, -99998]) or ( PL_DrgBkOldMsnc10Y in [-99999, -99998]) or ( PL_DrgBkNewMsnc10Y <= PL_DrgBkOldMsnc10Y )"
120,Bankruptcy History,245,,,"Check when PL_DrgBkCnt1Y=0, then PL_DrgBkNewDt1Y=PL_DrgBkOldDt1Y=PL_DrgBkNewMsnc1Y=PL_DrgBkOldMsnc1Y=-99998 ",( PL_DrgBkCnt1Y <> 0) or ( PL_DrgBkCnt1Y == 0 and PL_DrgBkNewDt1Y == PL_DrgBkOldDt1Y == PL_DrgBkNewMsnc1Y == PL_DrgBkOldMsnc1Y == -99998 )
121,Bankruptcy History,245,,,"Check when PL_DrgBkCnt7Y=0, then PL_DrgBkNewDt7Y=PL_DrgBkOldDt7Y=PL_DrgBkNewMsnc7Y=PL_DrgBkOldMsnc7Y=-99998 ",( PL_DrgBkCnt7Y <> 0) or ( PL_DrgBkCnt7Y == 0 and PL_DrgBkNewDt7Y == PL_DrgBkOldDt7Y == PL_DrgBkNewMsnc7Y == PL_DrgBkOldMsnc7Y == -99998 )
122,Bankruptcy History,245,,,"Check when PL_DrgBkCnt10Y=0, then PL_DrgBkNewDt10Y=PL_DrgBkOldDt10Y=PL_DrgBkNewMsnc10Y=PL_DrgBkOldMsnc10Y=-99998 ",( PL_DrgBkCnt10Y <> 0) or ( PL_DrgBkCnt10Y == 0 and PL_DrgBkNewDt10Y == PL_DrgBkOldDt10Y == PL_DrgBkNewMsnc10Y == PL_DrgBkOldMsnc10Y == -99998 )
123,Bankruptcy History,245,,,"Check when PL_DrgBkCnt1Y>0, then PL_DrgBkNewDt1Y=PL_DrgBkNewDt7Y=PL_DrgBkNewDt10Y",( PL_DrgBkCnt1Y <= 0) or ( PL_DrgBkCnt1Y > 0 and PL_DrgBkNewDt1Y == PL_DrgBkNewDt7Y == PL_DrgBkNewDt10Y )
124,Bankruptcy History,246,custom,"-99999,-99998,-99997","Check # months between [UpdateToAnyPL_DrgBkNewDt1Y, MIN(InputArchiveDateClean, G_BuildDrgBkDt)] = MonSinceNewestBkUpdatedCnt1Y (except for -99999, -99998, -99997) ",P_InpClnArchDt G_BuildDrgBkDt PL_DrgBkUpdtNewDt1Y PL_DrgBkUpdtNewMsnc1Y
125,Bankruptcy History,246,custom,"-99999,-99998,-99997","Check # months between [UpdateToAny PL_DrgBkNewDt7Y, MIN(InputArchiveDateClean, G_BuildDrgBkDt)] = MonSinceNewestBkUpdatedCnt7Y (except for -99999, -99998, -99997) ",P_InpClnArchDt G_BuildDrgBkDt PL_DrgBkUpdtNewDt7Y PL_DrgBkUpdtNewMsnc7Y
126,Bankruptcy History,246,custom,"-99999,-99998,-99997","Check # months between [UpdateToAny PL_DrgBkNewDt10Y, MIN(InputArchiveDateClean, G_BuildDrgBkDt)] = MonSinceNewestBkUpdatedCnt10Y (except for -99999, -99998, -99997) ",P_InpClnArchDt G_BuildDrgBkDt PL_DrgBkUpdtNewDt10Y PL_DrgBkUpdtNewMsnc10Y
127,Bankruptcy History,246,,,"Check MonSinceNewestBkUpdatedCnt1Y range 0~12(except for -99999, -99998, -99997)","PL_DrgBkUpdtNewMsnc1Y in [-99999, -99998, -99997] or PL_DrgBkUpdtNewMsnc1Y in range(0, 13)"
128,Bankruptcy History,246,,,"Check MonSinceNewestBkUpdatedCnt7Y range 0~84 (except for -99999, -99998, -99997)","PL_DrgBkUpdtNewMsnc7Y in [-99999, -99998, -99997] or PL_DrgBkUpdtNewMsnc7Y in range(0, 85)"
129,Bankruptcy History,246,,,"Check MonSinceNewestBkUpdatedCnt10Y range 0~120 (except for -99999, -99998, -99997)","PL_DrgBkUpdtNewMsnc10Y in [-99999, -99998, -99997] or PL_DrgBkUpdtNewMsnc10Y in range(0, 121)"
130,Bankruptcy History,247,,,"Check when PL_DrgBkDispList1Y not in (-99999, -99998,-99997), # of items in PL_DrgBkDispList1Y = PL_DrgBkCnt1Y ","( str(' PL_DrgBkDispList1Y ').strip() in ['-99997','-99998','-99999'] ) or  int( len ( ' PL_DrgBkDispList1Y   '.split ('|')))== int( PL_DrgBkCnt1Y )"
131,Bankruptcy History,247,,,"Check when PL_DrgBkDispList7Y not in (-99999, -99998,-99997), # of items in PL_DrgBkDispList7Y = PL_DrgBkCnt7Y ","( str(' PL_DrgBkDispList7Y ').strip() in ['-99997','-99998','-99999'] ) or  int( len ( ' PL_DrgBkDispList7Y   '.split ('|')))== int( PL_DrgBkCnt7Y )"
132,Bankruptcy History,247,,,"Check when PL_DrgBkDispList10Y not in (-99999, -99998,-99997), # of items in PL_DrgBkDispList10Y = PL_DrgBkCnt10Y ","( str(' PL_DrgBkDispList10Y ').strip() in ['-99997','-99998','-99999'] ) or  int( len ( ' PL_DrgBkDispList10Y   '.split ('|')))== int( PL_DrgBkCnt10Y )"
133,Bankruptcy History,247,,,"Check when PL_DrgBkDispList1Y not in (-99999, -99998,-99997), PL_DrgBkNewDispType1Y = last item in PL_DrgBkDispList1Y ","( str(' PL_DrgBkDispList1Y ').strip() in ['-99997','-99998','-99999'] ) or (str(' PL_DrgBkDispList1Y ').strip()  .split ('|')[-1]  == str(' PL_DrgBkNewDispType1Y ').strip()) "
134,Bankruptcy History,247,,,"Check when PL_DrgBkDispList7Y not in (-99999, -99998,-99997), PL_DrgBkNewDispType7Y = last item in PL_DrgBkDispList7Y ","( str(' PL_DrgBkDispList7Y ').strip() in ['-99997','-99998','-99999'] ) or (str(' PL_DrgBkDispList7Y ').strip()  .split ('|')[-1]  == str(' PL_DrgBkNewDispType7Y ').strip())"
135,Bankruptcy History,247,,,"Check when PL_DrgBkDispList10Y not in (-99999, -99998,-99997), PL_DrgBkNewDispType10Y = last item in PL_DrgBkDispList10Y ","( str(' PL_DrgBkDispList10Y ').strip() in ['-99997','-99998','-99999'] ) or (str(' PL_DrgBkDispList10Y ').strip()  .split ('|')[-1]  == str(' PL_DrgBkNewDispType10Y ').strip())"
136,Bankruptcy History,247,,,"Check PL_DrgBkNewDispMsnc1Y range 0~12(except for -99999, -99998, -99997) ","PL_DrgBkNewDispMsnc1Y in [-99999, -99998, -99997] or PL_DrgBkNewDispMsnc1Y in range(0, 13)"
137,Bankruptcy History,247,,,"Check PL_DrgBkNewDispMsnc7Y range 0~84 (except for -99999, -99998, -99997) ","PL_DrgBkNewDispMsnc7Y in [-99999, -99998, -99997] or PL_DrgBkNewDispMsnc7Y in range(0, 85)"
138,Bankruptcy History,247,,,"Check PL_DrgBkNewDispMsnc10Y range 0~120 (except for -99999, -99998, -99997) ","PL_DrgBkNewDispMsnc10Y in [-99999, -99998, -99997] or PL_DrgBkNewDispMsnc10Y in range(0, 121)"
139,Bankruptcy History,247,custom,"-99999,-99998,-99997","Check # months between [PL_DrgBkNewDispDt1Y, MIN(InputArchiveDateClean, G_BuildDrgBkDt)] = PL_DrgBkNewDispMsnc1Y (except for -99999, -99998, -99997) ",P_InpClnArchDt  G_BuildDrgBkDt PL_DrgBkNewDispDt1Y PL_DrgBkNewDispMsnc1Y
140,Bankruptcy History,247,custom,"-99999,-99998,-99997","Check # months between [PL_DrgBkNewDispDt7Y, MIN(InputArchiveDateClean, G_BuildDrgBkDt)] = PL_DrgBkNewDispMsnc7Y (except for -99999, -99998, -99997) ",P_InpClnArchDt  G_BuildDrgBkDt PL_DrgBkNewDispDt7Y PL_DrgBkNewDispMsnc7Y
141,Bankruptcy History,247,custom,"-99999,-99998,-99997","Check # months between [PL_DrgBkNewDispDt10Y, MIN(InputArchiveDateClean, G_BuildDrgBkDt)] = PL_DrgBkNewDispMsnc10Y (except for -99999, -99998, -99997) ",P_InpClnArchDt G_BuildDrgBkDt PL_DrgBkNewDispDt10Y PL_DrgBkNewDispMsnc10Y
142,Bankruptcy History,247,,,"Check PL_DrgBkNewDispType1Y return one of ['DISCHARGED', 'DISMISSED', 'WITHDRAWN'] (except for -99999, -99998, -99997)","str(' PL_DrgBkNewDispType1Y ').strip() in ['DISCHARGED'.upper(), 'DISMISSED'.upper(), 'WITHDRAWN'.upper()] or  int( PL_DrgBkNewDispType1Y ) in [-99999, -99998, -99997]"
143,Bankruptcy History,247,,,"Check PL_DrgBkNewDispType7Y return one of ['DISCHARGED', 'DISMISSED', 'WITHDRAWN'] (except for -99999, -99998, -99997) ","str(' PL_DrgBkNewDispType7Y ').strip() in ['DISCHARGED'.upper(), 'DISMISSED'.upper(), 'WITHDRAWN'.upper()] or  int( PL_DrgBkNewDispType7Y ) in [-99999, -99998, -99997]"
144,Bankruptcy History,247,,,"Check PL_DrgBkNewDispType10Y return one of ['DISCHARGED', 'DISMISSED', 'WITHDRAWN'] (except for -99999, -99998, -99997)  ","str(' PL_DrgBkNewDispType10Y ').strip() in ['DISCHARGED'.upper(), 'dismissed'.upper(), 'WITHDRAWN'.upper()] or  int( PL_DrgBkNewDispType10Y ) in [-99999, -99998, -99997]"
145,Bankruptcy History,247,,,"Check PL_DrgBkDsmsCnt1Y 0~99 (except for -99999, -99998, -99997) ","PL_DrgBkDsmsCnt1Y in [-99999, -99998, -99997] or PL_DrgBkDsmsCnt1Y in range(0, 100)"
146,Bankruptcy History,247,,,"Check PL_DrgBkDschCnt1Y range 0~99 (except for -99999, -99998, -99997)","PL_DrgBkDschCnt1Y in [-99999, -99998, -99997] or PL_DrgBkDschCnt1Y in range(0, 100)"
147,Bankruptcy History,247,,,"Check PL_DrgBkDsmsCnt7Y range 0~99 (except for -99999, -99998, -99997) ","PL_DrgBkDsmsCnt7Y in [-99999, -99998, -99997] or PL_DrgBkDsmsCnt7Y in range(0, 100)"
148,Bankruptcy History,247,,,"Check PL_DrgBkDschCnt7Y range 0~999 (except for -99999, -99998, -99997) ","PL_DrgBkDschCnt7Y in [-99999, -99998, -99997] or PL_DrgBkDschCnt7Y in range(0, 1000)"
149,Bankruptcy History,247,,,"Check PL_DrgBkDsmsCnt10Y range 0~99 (except for -99999, -99998, -99997) ","PL_DrgBkDsmsCnt10Y in [-99999, -99998, -99997] or PL_DrgBkDsmsCnt10Y in range(0, 100)"
150,Bankruptcy History,247,,,"Check PL_DrgBkDschCnt10Y range 0~999 (except for -99999, -99998, -99997) ","PL_DrgBkDschCnt10Y in [-99999, -99998, -99997] or PL_DrgBkDschCnt10Y in range(0, 1000)"
151,Bankruptcy History,247,,,"Check when PL_DrgBkDispCnt1Y = 0, then PL_DrgBkDsmsCnt1Y = PL_DrgBkDschCnt1Y = -99997 ",( PL_DrgBkDispCnt1Y <> 0) or ( PL_DrgBkDispCnt1Y == 0 and PL_DrgBkDsmsCnt1Y == PL_DrgBkDschCnt1Y == -99997 )
152,Bankruptcy History,247,,,"Check when PL_DrgBkDispCnt7Y = 0, then PL_DrgBkDsmsCnt7Y = PL_DrgBkDschCnt7Y = -99997 ",( PL_DrgBkDispCnt7Y <> 0) or ( PL_DrgBkDispCnt7Y == 0 and PL_DrgBkDsmsCnt7Y == PL_DrgBkDschCnt7Y == -99997 )
153,Bankruptcy History,247,,,"Check when PL_DrgBkDispCnt10Y = 0, then PL_DrgBkDsmsCnt10Y = PL_DrgBkDschCnt10Y = -99997 ",( PL_DrgBkDispCnt10Y <> 0) or ( PL_DrgBkDispCnt10Y == 0 and PL_DrgBkDsmsCnt10Y == PL_DrgBkDschCnt10Y == -99997 )
154,Bankruptcy History,247,,,"Check when PL_DrgBkDispCnt1Y not in (-99999, -99998, 0), then PL_DrgBkDispCnt1Y >= PL_DrgBkDsmsCnt1Y + PL_DrgBkDschCnt1Y >= 0 ","( PL_DrgBkDispCnt1Y in [-99999, -99998, 0] ) or (  PL_DrgBkDispCnt1Y not in [-99999, -99998, 0] and PL_DrgBkDispCnt1Y >= ( PL_DrgBkDsmsCnt1Y + PL_DrgBkDschCnt1Y ) >= 0 )"
155,Bankruptcy History,247,,,"Check when PL_DrgBkDispCnt7Y not in (-99999, -99998, 0), then PL_DrgBkDispCnt7Y >= PL_DrgBkDsmsCnt7Y + PL_DrgBkDschCnt7Y >= 0 ","( PL_DrgBkDispCnt7Y in [-99999, -99998, 0] ) or (  PL_DrgBkDispCnt7Y not in [-99999, -99998, 0] and PL_DrgBkDispCnt7Y >= ( PL_DrgBkDsmsCnt7Y + PL_DrgBkDschCnt7Y ) >= 0  )"
156,Bankruptcy History,247,,,"Check when PL_DrgBkDispCnt10Y not in (-99999, -99998, 0), then PL_DrgBkDispCnt10Y >= PL_DrgBkDsmsCnt10Y + PL_DrgBkDschCnt10Y >= 0","( PL_DrgBkDispCnt10Y in [-99999, -99998, 0] ) or (  PL_DrgBkDispCnt10Y not in [-99999, -99998, 0] and PL_DrgBkDispCnt10Y >= ( PL_DrgBkDsmsCnt10Y + PL_DrgBkDschCnt10Y ) >= 0 )"
157,Bankruptcy History,248,,,"Check when PL_DrgBkChList1Y not in (-99999, -99998), # of items in PL_DrgBkChList1Y = PL_DrgBkCnt1Y "," PL_DrgBkChList1Y in [-99998,-99999] or int( len ( ' PL_DrgBkChList1Y   '.split ('|')))== int( PL_DrgBkCnt1Y ) "
158,Bankruptcy History,248,,,"Check when PL_DrgBkChList7Y not in (-99999, -99998), # of items in PL_DrgBkChList7Y = PL_DrgBkCnt7Y "," PL_DrgBkChList7Y in [-99998,-99999] or int( len ( ' PL_DrgBkChList7Y   '.split ('|')))== int( PL_DrgBkCnt7Y ) "
159,Bankruptcy History,248,,,"Check when PL_DrgBkChList10Y not in (-99999, -99998), # of items in PL_DrgBkChList10Y = PL_DrgBkCnt10Y "," PL_DrgBkChList10Y in [-99998,-99999] or int( len ( ' PL_DrgBkChList10Y   '.split ('|')))== int( PL_DrgBkCnt10Y ) "
160,Bankruptcy History,248,,,"Check when PL_DrgBkChList1Y not in (-99999, -99998), PL_DrgBkNewChType1Y = last item in PL_DrgBkChList1Y "," ( PL_DrgBkChList1Y in [-99998,-99999] ) or int( ' PL_DrgBkChList1Y '.split ('|')[-1]) == int( PL_DrgBkNewChType1Y ) "
161,Bankruptcy History,248,,,"Check when PL_DrgBkChList7Y not in (-99999, -99998), PL_DrgBkNewChType7Y = last item in PL_DrgBkChList7Y "," ( PL_DrgBkChList7Y in [-99998,-99999] ) or int( ' PL_DrgBkChList7Y '.split ('|')[-1]) == int( PL_DrgBkNewChType7Y ) "
162,Bankruptcy History,248,,,"Check when PL_DrgBkChList10Y not in (-99999, -99998), PL_DrgBkNewChType10Y = last item in PL_DrgBkChList10Y "," ( PL_DrgBkChList10Y in [-99998,-99999] ) or int( ' PL_DrgBkChList10Y '.split ('|')[-1]) == int( PL_DrgBkNewChType10Y ) "
163,Bankruptcy History,248,,,"Check PL_DrgBkCh7Cnt1Y range 0~99 (except for -99999, -99998, -99997) ","PL_DrgBkCh7Cnt1Y in [-99999, -99998, -99997] or PL_DrgBkCh7Cnt1Y in range(0, 100)"
164,Bankruptcy History,248,,,"Check PL_DrgBkCh7Cnt7Y range 0~999 (except for -99999, -99998, -99997) ","PL_DrgBkCh7Cnt7Y in [-99999, -99998, -99997] or PL_DrgBkCh7Cnt7Y in range(0, 1000)"
165,Bankruptcy History,248,,,"Check PL_DrgBkCh7Cnt10Y range 0~999 (except for -99999, -99998, -99997) ","PL_DrgBkCh7Cnt10Y in [-99999, -99998, -99997] or PL_DrgBkCh7Cnt10Y in range(0, 1000)"
166,Bankruptcy History,248,,,"Check PL_DrgBkCh13Cnt1Y range 0~99 (except for -99999, -99998, -99997) ","PL_DrgBkCh13Cnt1Y in [-99999, -99998, -99997] or PL_DrgBkCh13Cnt1Y in range(0, 100)"
167,Bankruptcy History,248,,,"Check PL_DrgBkCh13Cnt7Yrange 0~999 (except for -99999, -99998, -99997) ","PL_DrgBkCh13Cnt7Y in [-99999, -99998, -99997] or PL_DrgBkCh13Cnt7Y in range(0, 1000)"
168,Bankruptcy History,248,,,"Check PL_DrgBkCh13Cnt10Y range 0~999 (except for -99999, -99998, -99997) ","PL_DrgBkCh13Cnt10Y in [-99999, -99998, -99997] or PL_DrgBkCh13Cnt10Y in range(0, 1000)"
169,Bankruptcy History,248,,,"Check PL_DrgBkCh7Cnt1Y <= PL_DrgBkCh7Cnt7Y <= PL_DrgBkCh7Cnt10Y (except for -99999, -99998, -99997) ","( PL_DrgBkCh7Cnt1Y in [-99999, -99998, -99997] or PL_DrgBkCh7Cnt7Y in [-99999, -99998, -99997] or PL_DrgBkCh7Cnt10Y in [-99999, -99998, -99997] ) or ( PL_DrgBkCh7Cnt1Y <= PL_DrgBkCh7Cnt7Y <= PL_DrgBkCh7Cnt10Y )"
170,Bankruptcy History,248,,,"Check PL_DrgBkCh13Cnt1Y <= PL_DrgBkCh13Cnt7Y <= PL_DrgBkCh13Cnt10Y (except for -99999, -99998, -99997)","( PL_DrgBkCh13Cnt1Y in [-99999, -99998, -99997] or PL_DrgBkCh13Cnt7Y in [-99999, -99998, -99997] or PL_DrgBkCh13Cnt10Y in [-99999, -99998, -99997] ) or ( PL_DrgBkCh13Cnt1Y <= PL_DrgBkCh13Cnt7Y <= PL_DrgBkCh13Cnt10Y  )"
171,Bankruptcy History,249,,,"Check when PL_DrgBkCnt1Y = 0, then PL_DrgBkBusFlag1Y = -99998 and PL_DrgBkTypeList1Y = -99998 ",( PL_DrgBkCnt1Y <> 0) or ( PL_DrgBkCnt1Y == 0 and PL_DrgBkBusFlag1Y == -99998 and PL_DrgBkTypeList1Y == -99998 )
172,Bankruptcy History,249,,,"Check when PL_DrgBkCnt7Y = 0, then PL_DrgBkBusFlag7Y = -99998 and PL_DrgBkTypeList7Y = -99998 ",( PL_DrgBkCnt7Y <> 0) or ( PL_DrgBkCnt7Y == 0 and PL_DrgBkBusFlag7Y == -99998 and PL_DrgBkTypeList7Y == -99998 )
173,Bankruptcy History,249,,,"Check when PL_DrgBkCnt10Y = 0, then PL_DrgBkBusFlag10Y = -99998 and PL_DrgBkTypeList10Y = -99998 ",( PL_DrgBkCnt10Y <> 0) or ( PL_DrgBkCnt10Y == 0 and PL_DrgBkBusFlag10Y == -99998 and PL_DrgBkTypeList10Y == -99998 )
174,Bankruptcy History,249,,,"Check when PL_DrgBkBusFlag1Y = -99997, then all items in PL_DrgBkTypeList1Y are -99997 "," ( PL_DrgBkBusFlag1Y <> -99997) or ( PL_DrgBkBusFlag1Y == -99997 and int( sorted(list(map(int, ' PL_DrgBkTypeList1Y '.split('|') )),reverse=False)[-1]) == int(sorted(list(map(int, ' PL_DrgBkTypeList1Y '.split('|') )),reverse=False)[0]) == -99997 ) "
175,Bankruptcy History,249,,,"Check when PL_DrgBkBusFlag7Y = -99997, then all items in PL_DrgBkTypeList7Y are -99997 "," ( PL_DrgBkBusFlag7Y <> -99997) or ( PL_DrgBkBusFlag7Y == -99997 and int( sorted(list(map(int, ' PL_DrgBkTypeList7Y '.split('|') )),reverse=False)[-1]) == int(sorted(list(map(int, ' PL_DrgBkTypeList7Y '.split('|') )),reverse=False)[0]) == -99997 ) "
176,Bankruptcy History,249,,,"Check when PL_DrgBkBusFlag10Y = -99997, then all items in PL_DrgBkTypeList10Y are -99997 "," ( PL_DrgBkBusFlag10Y <> -99997) or ( PL_DrgBkBusFlag10Y == -99997 and int( sorted(list(map(int, ' PL_DrgBkTypeList10Y '.split('|') )),reverse=False)[-1]) == int(sorted(list(map(int, ' PL_DrgBkTypeList10Y '.split('|') )),reverse=False)[0]) == -99997 ) "
177,Bankruptcy History,249,,,"Check when PL_DrgBkSeverityIndx10Y = -99998, then PL_DrgBkCnt10Y = 0 ",( PL_DrgBkSeverityIndx10Y <> -99998) or ( PL_DrgBkSeverityIndx10Y == -99998 and PL_DrgBkCnt10Y == 0 )
